movie_id,title,count
8392,[u'My Neighbor Totoro']
42994,[u'Memories']
16907,[u'Naruto the Movie: Ninja Clash in the Land of Snow']
31,[u'Stink Bomb']
8392,[u'My Neighbor Totoro']
8392,[u'My Neighbor Totoro']
149870,[u'The Wind Rises']
128,[u'Princess Mononoke']
8392,[u'My Neighbor Totoro']
13398,[u'Tokyo Godfathers']
15283,[u'Pom Poko']
8392,[u'My Neighbor Totoro']
15080,[u'Only Yesterday']
128,[u'Princess Mononoke']
8392,[u'My Neighbor Totoro']
8392,[u'My Neighbor Totoro']
8392,[u'My Neighbor Totoro']
8392,[u'My Neighbor Totoro']
8392,[u'My Neighbor Totoro']
128,[u'Princess Mononoke']
129,[u'Spirited Away']
4935,"[u""Howl's Moving Castle""]"
37933,[u'Tales from Earthsea']
16198,[u'My Neighbors the Yamadas']
8392,[u'My Neighbor Totoro']
8392,[u'My Neighbor Totoro']
8392,[u'My Neighbor Totoro']
